ID,Make,Model,Version,Status as 1 Nov 2017,Car class (personal opinion),Body style,Price production cars,Price discontinued cars (last recorded price),Image URL,Length (mm),Width (mm),Height (mm),Wheelbase (mm),Ground clearance (mm),Kerb weight (kg),Bootspace (litres),No of doors,Seating capacity,No of seating rows,Displacement (cc),Max power (bhp),Max power (rpm),Max torque (Nm),Max torque (rpm),Transmission type,No of gears,Drivetrain,Engine type,Cylinders,Bore x Stroke (mm),Compression ratio,Valves per cylinder,Dual clutch,Sport mode,Fuel system,Turbocharger/supercharger,Turbocharge type,Driving modes,Manual shifting for automatic,Engine start-stop,Fuel type,Alternate fuel type,Mileage (kmpl),Fuel tank capacity (litres),Suspension front,Suspension rear,Brake type front,Brake type rear,Steering type,Turning radius (m),Wheels,Spare wheel,Tyres front,Tyres rear,Colour names,Colour RGB,Airbags,Dual-Stage Airbags,Middle rear three-point seatbelt,Middle Rear Head Rest,Tyre Pressure Monitoring System (TMPS),Child Seat Anchor Points,Seat Belt Warning,Anti-Lock Braking System (ABS),Electronic Brake-force Distribution (EBD),Brake Assist (BA),Electronic Stability Program (ESP),Four-Wheel-Drive,Hill Hold Control,Traction Control System (TC/TCS),Ride Height Adjustment,Hill Descent Control,Limited Slip Differential (LSD),Differential Lock,Engine immobilizer,Central Locking,Speed Sensing Door Lock,Child Safety Lock,Air Conditioner,Rear AC,12V Power Outlets,Steering Adjustment,Keyless Start/ Button Start,Headlight off and Ignition Key Off Reminder,Cruise Control,Parking Sensors,Parking Assist,Anti-glare Mirrors,Vanity Mirrors on Sun Visors,Heater,Cabin-Boot Access,Seat Upholstery,Leather-wrapped Steering Wheel,Leather-wrapped Gear Knob,Driver Seat Adjustment,Head-rests,Front Passenger Seat Adjustment,Lumbar Support,Adjustable Lumbar Support,Driver Armrest,Rear Passenger Seats,Rear Passenger Adjustable seats,3rd Row Seats,3rd Row Seat Adjustment,Ventilated Seats,Ventilated Seat Type,Interiors,Interior Colours,Rear Armrest,Folding Rear Seat,Split Rear Seat,Split Third Row Seat,Front Seat Pockets,Adjustable Head-rests,Electrically Adjustable Headrests,Cup Holders,Driver Armrest Storage,Cooled Glove Box,Sunglass Holder,Third Row Cup Holders,One Touch -Down,One Touch - Up,Power Windows,Outside Rear View Mirrors (ORVMs),Adjustable ORVM,Turn Indicators on ORVM,Rear Defogger,Rear Wiper,Exterior Door Handles,Interior Door Handles,Rain-sensing Wipers,Door Pockets,Door Blinds,Rear Window Blind,Boot-lid Opener,Sunroof / Moonroof,Roof rails,Roof Mounted Antenna,Body Coloured Bumpers,Chrome Finish Exhaust pipe,Body Kit,Rub - Strips,Cornering Headlights,Headlamps,Automatic Head Lamps,Follow me home headlamps,Daytime Running Lights,Fog Lamps,Tail Lamps,Cabin Lamps,Headlight Height Adjuster,Glove Box Lamp,Lights on Vanity Mirrors,Rear Reading Lamp,Instrument Cluster,Trip Meter,Average Fuel Consumption,Average Speed,Distance to Empty,Clock,Low Fuel Level Warning,Door Ajar Warning,Adjustable Cluster Brightness,Gear Indicator,Shift Indicator,Heads Up Display (HUD),Tachometer,Instantaneous Consumption,Integrated (in-dash) Music System,Head Unit Size,Display,Display Screen for Rear Passengers,GPS Navigation System,Speakers,USB Compatibility,Aux Compatibility,Bluetooth Compatibility,MP3 Playback,CD Player,DVD Playback,AM/FM Radio,iPod Compatibility,Internal Hard-drive,Steering mounted controls,Voice Command,Warranty (Years),Warranty (Kilometres),
842,Chevrolet,Optra [2005-2007],Elite 1.6,Discontinued,Compact car,Sedan,,7.95 Lakhs,,4500,1725,1445,2600,,,,4,5,,1598,104,5800,148,4000,Manual,5,,VGIS ,,,,,,,Electronic MPFi ,,,,,,Petrol,,11.2,55,"Independent McPherson Strut, Stabiliser bar, Gas filled shock absorbers ","Independent McPherson Strut with Dual Link, Stabiliser bar, Gas filled shock absorbers ",Disc ,Drum ,,5.2,,,185 / 65 R14,185 / 65 R14,Intense Black;Cashmere;Blazing Red;Crystal Mica;Casablanca White;,background-color:#333333;height:100%;background-color:#8D876D;height:100%;background-color:#AD4057;height:100%;background-color:#D7D6D1;height:100%;background-color:#E2E1DD;height:100%;,No,,,,,,,No,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,No ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,,No ,,,,,,,,No ,,,,,,,,,,,,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,,Yes ,,,,,,,
843,Chevrolet,Optra [2005-2007],LS Elite 1.6,Discontinued,Compact car,Sedan,,8.52 Lakhs,,4500,1725,1445,2600,,,,4,5,,1598,104,5800,148,4000,Manual,5,,VGIS ,,,,,,,Electronic MPFi ,,,,,,Petrol,,11.2,55,"Independent McPherson Strut, Stabiliser bar, Gas filled shock absorbers ","Independent McPherson Strut with Dual Link, Stabiliser bar, Gas filled shock absorbers ",Disc ,Drum ,,5.2,,,185 / 65 R14,185 / 65 R14,Intense Black;Cashmere;Platinum Metallic;Blazing Red;Casablanca White;,background-color:#333333;height:100%;background-color:#8D876D;height:100%;background-color:#A6A392;height:100%;background-color:#AD4057;height:100%;background-color:#E2E1DD;height:100%;,No,,,,,,,No,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,,No ,,,,,,,,No ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,,Yes ,,,,,,,
587,Chevrolet,Optra [2005-2007],LT Royale 1.6,Discontinued,Compact car,Sedan,,9.31 Lakhs,,4500,1725,1445,2600,,,,4,5,,1598,104,5800,148,4000,Manual,5,,VGIS ,,,,,,,Electronic MPFi ,,,,,,Petrol,,11.2,55,"Independent McPherson Strut, Stabiliser bar, Gas filled shock absorbers ","Independent McPherson Strut with Dual Link, Stabiliser bar, Gas filled shock absorbers ",Disc ,Drum ,,5.2,,,185 / 65 R14,185 / 65 R14,Intense Black;Cashmere;Blazing Red;Crystal Mica;Sparkling Diamond;,background-color:#333333;height:100%;background-color:#8D876D;height:100%;background-color:#AD4057;height:100%;background-color:#D7D6D1;height:100%;background-color:#F4F5F0;height:100%;,2 (Driver &amp; Co-Driver),,,,,,,No,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Leather,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,,No ,,,,,,,,Electrically Adjustable ,,,,,,,,,,,,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes ,,Yes ,,,,,,,
1188,Chevrolet,Optra [2005-2007],Platinum 1.6,Discontinued,Compact car,Sedan,,8.24 Lakhs,,4500,1725,1445,2600,,,,4,5,,1599,104,5800,148,3500,Manual,5,,"1.6 E D-TEC, DOHC, MPFI, 32-Bit ECM ",,,,,,,MPFI ,,,,,,Petrol,,10.6,60,"Independent McPherson Strut, Stabiliser bar, Gas filled shock absorbers ","Independent McPherson Strut with Dual Link, Stabiliser bar, Gas filled shock absorbers ",Disc ,Drum ,,5.2,,,185 / 65 R14,,Intense Black;Platinum Metallic;Crystal Mica;Sparkling Diamond;,background-color:#333333;height:100%;background-color:#A6A392;height:100%;background-color:#D7D6D1;height:100%;background-color:#F4F5F0;height:100%;,No,,,,,,,No,,,,,,,,,,,Yes ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,No ,,,,,,,,No ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes ,,Yes ,,,,,,,
1253,Chevrolet,Optra Magnum [2007-2012],LS 1.6,Discontinued,Compact car,Sedan,,7.48 Lakhs,,4540,1725,1445,2600,165,1230,405,4,5,,1598,104,5800,148,4000,Manual,,FWD,E-TEC II  ,"4, Inline ",79 x 81.5 ,9.5:1 ,4,,,Sequential MPFi ,,,,,,Petrol,,12.9,60,McPherson Struts with Anti-roll Bar ,McPherson Struts with Anti-roll Bar ,Disc ,Disc ,,5.2,,Steel ,195 / 60 R15,195 / 60 R15,Caviar Black;Sanddrift Grey;Velvet Red;White Diamond;Linen Beige;Summit White;,background-color:#242426;height:100%;background-color:#757165;height:100%;background-color:#b05457;height:100%;background-color:#bfb699;height:100%;background-color:#c0bb91;height:100%;background-color:#f2f2f2;height:100%;,No,,,,,,Yes ,No,No ,No ,No ,,No ,No ,,,,,Yes ,With Key,No ,Yes ,Manual,No ,1,Tilt ,No ,Yes ,,,,,Co-Driver Only ,Yes ,,Fabric,No ,No ,,Front &amp; Rear ,,Driver Only ,,Yes ,,,,,,,,,With Cup Holder ,,60:40 split ,,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,Yes ,No ,,,,Front &amp; Rear,,Electrically Adjustable ,No ,Yes ,No ,,,No ,Front ,,,Internal ,No ,No ,No ,Yes ,No ,,,,Conventional ,No ,No ,No ,No ,,,Yes ,Yes ,Co-Driver Only ,,,,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,,Yes ,2 Din ,,,No ,4,,,,Yes ,Yes ,No ,Yes ,,,,,3,100000,
1203,Chevrolet,Optra Magnum [2007-2012],LS 2.0 TCDi,Discontinued,Compact car,Sedan,,8.62 Lakhs,,4540,1725,1445,2600,165,1370,405,4,5,,1991,125,3800,305,2000,Manual,,FWD,RA 420 TCDi ,"4, Inline ",79 x 81.5 ,9.5:1 ,4,,,Common Rail Direct Injection ,,,,,,Diesel,,16.52,60,McPherson Struts with Anti-roll Bar ,McPherson Struts with Anti-roll Bar ,Disc ,Disc ,,5.2,,,195 / 60 R15,195 / 60 R15,Caviar Black;Sanddrift Grey;Velvet Red;White Diamond;Linen Beige;Summit White;,background-color:#242426;height:100%;background-color:#757165;height:100%;background-color:#b05457;height:100%;background-color:#bfb699;height:100%;background-color:#c0bb91;height:100%;background-color:#f2f2f2;height:100%;,,,,,,,,,,,,,,,,,,,Yes ,,,,Manual,No ,,Tilt ,No ,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electrically Adjustable ,Yes ,,No ,,,No ,Front ,,,Internal ,,,,,,,,,Conventional ,,,No ,,,,Yes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100000,
1254,Chevrolet,Optra Magnum [2007-2012],LT 1.6,Discontinued,Compact car,Sedan,,8.52 Lakhs,,4540,1725,1445,2600,165,1265,405,4,5,,1598,104,5800,148,4000,Manual,,FWD,E-TEC II  ,"4, Inline ",79 x 81.5 ,9.5:1 ,4,,,Sequential MPFi ,,,,,,Petrol,,12.9,60,McPherson Struts with Anti-roll Bar ,McPherson Struts with Anti-roll Bar ,Disc ,Disc ,,5.2,,Alloy ,195 / 60 R15,195 / 60 R15,Caviar Black;Sanddrift Grey;Velvet Red;White Diamond;Linen Beige;Summit White;,background-color:#242426;height:100%;background-color:#757165;height:100%;background-color:#b05457;height:100%;background-color:#bfb699;height:100%;background-color:#c0bb91;height:100%;background-color:#f2f2f2;height:100%;,1 (Driver Only),,,,,,Yes ,Yes,No ,Yes ,No ,,No ,No ,,,,,Yes ,With Key,No ,Yes ,Automatic Climate Control,No ,1,Tilt ,No ,Yes ,,,,,Co-Driver Only ,Yes ,,Leather,Yes ,Yes ,,Front &amp; Rear ,,Driver Only ,,Yes ,,,,,,,,,With Cup Holder ,,60:40 split ,,Yes ,Front &amp; Rear ,,Front &amp; Rear ,,Yes ,Yes ,,,,Front &amp; Rear,,Electrically Adjustable ,Yes ,Yes ,No ,,,No ,Front ,,,Internal ,Electrically Adjustable ,No ,No ,Yes ,No ,,,,Conventional ,No ,No ,No ,Front ,,,Yes ,Yes ,Co-Driver Only ,,,,Yes ,Yes ,Yes ,Digital ,Yes ,Yes ,,,,,,,Yes ,2 Din ,,,No ,6,,,,Yes ,Yes ,No ,Yes ,,,,,3,100000,
1204,Chevrolet,Optra Magnum [2007-2012],LT 2.0 TCDi,Discontinued,Compact car,Sedan,,9.56 Lakhs,,4540,1725,1445,2600,165,1370,405,4,5,,1991,125,3800,305,2000,Manual,,FWD,RA 420 TCDi ,"4, Inline ",79 x 81.5 ,9.5:1 ,4,,,Common Rail Direct Injection ,,,,,,Diesel,,16.52,60,McPherson Struts with Anti-roll bars ,McPherson Struts with Anti-roll Bar ,Disc ,Disc ,,5.2,,,195 / 60 R15,195 / 60 R15,Caviar Black;Sanddrift Grey;Velvet Red;White Diamond;Linen Beige;Summit White;,background-color:#242426;height:100%;background-color:#757165;height:100%;background-color:#b05457;height:100%;background-color:#bfb699;height:100%;background-color:#c0bb91;height:100%;background-color:#f2f2f2;height:100%;,,,,,,,,,,,,,,,,,,,Yes ,,,,Automatic Climate Control,No ,,Tilt ,No ,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electrically Adjustable ,Yes ,,No ,,,No ,Front ,,,Internal ,,,,,,,,,Conventional ,,,No ,,,,Yes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100000,
1374,Chevrolet,Optra Magnum [2007-2012],Max 1.6,Discontinued,Compact car,Sedan,,7.88 Lakhs,,4540,1725,1445,2600,,,,4,5,,1598,104,5800,148,4000,Manual,5,,"1.6L, 16V, DOHC, VGIS, Petrol ",,,,,,,Sequential MPFi ,,,,,,Petrol,,11.24,60,"McPherson Strut with anti-roll bar, Twin Tube Gas filled shock absorbers ","McPherson Strut with anti-roll bar, Twin Tube Gas filled shock absorbers ",Disc ,Drum ,,5.2,,,195 / 60 R15,195 / 60 R15,Intense Black;Cashmere;Icy Blue;Platinum Metallic;Casablanca White;Sparkling Diamond;Blazing Red;,background-color:#282B22;height:100%;background-color:#484830;height:100%;background-color:#78B9EC;height:100%;background-color:#BFC9BE;height:100%;background-color:#DFE0E4;height:100%;background-color:#E7E4BB;height:100%;background-color:#FF0000;height:100%;,No,,,,,,,No,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,No ,,,,,,,,No ,,,,,,,,,,,,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,,Yes ,,,,,,,
1202,Chevrolet,Optra Magnum [2007-2012],MAX 2.0 TCDi,Discontinued,Compact car,Sedan,,8.8 Lakhs,,4540,1725,1445,2600,,,,4,5,,1991,121,3000,314,2125,Manual,5,,TCDi ,,,,,,,Common Rail Direct Injection ,,,,,,Diesel,,12.8,60,"McPherson Struts, Anti-roll bar, Twin Tube Gas filled shock absorbers ","McPherson Struts, Anti-roll bar, Twin Tube Gas filled shock absorbers ",Disc ,Disc ,,5.2,,,195 / 60 R15,195 / 60 R15,Intense Black;Cashmere;Icy Blue;Platinum Metallic;Casablanca White;Sparkling Diamond;Blazing Red;,background-color:#282B22;height:100%;background-color:#484830;height:100%;background-color:#78B9EC;height:100%;background-color:#BFC9BE;height:100%;background-color:#DFE0E4;height:100%;background-color:#E7E4BB;height:100%;background-color:#FF0000;height:100%;,No,,,,,,,No,,,,,,,,,,,,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,No ,,,,,,,,No ,,,,,,,,,,,,No ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,,No ,,,,,,,
1018,Chevrolet,Optra SRV [2006-2010],1.6,Discontinued,Compact car,Hatchback,,6.98 Lakhs,,4295,1772,1445,2600,,,,5,5,,1598,101,5800,140,4500,Manual,5,FWD,VGIS ,,,,,,,,,,,,,Petrol,,10.8,60,MacPherson Strut Suspension ,MacPherson Strut With Dual Links ,Disc ,Drum ,,5.2,,,185 / 65 R14,185 / 65 R14,Intense Black;Velocity;Platinum Metallic;Blazing Red;,background-color:#333333;height:100%;background-color:#475DC0;height:100%;background-color:#C7C7C5;height:100%;background-color:#CC0000;height:100%;,No,,,,,,,No,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,Yes ,,,,,,,,No ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes ,,Yes ,,,,,,,
1019,Chevrolet,Optra SRV [2006-2010],1.6 Opt,Discontinued,Compact car,Hatchback,,7.5 Lakhs,,4295,1725,1445,2600,,,,5,5,,1598,101,5800,140,4500,Manual,5,FWD,VGIS ,,,,,,,,,,,,,Petrol,,10.76,60,MacPherson Strut Twintube Gas Pressure Strut ,MacPherson Strut With Dual Links Twintube Gas Pressure Strut ,Disc ,Drum ,,5.2,,,195 / 60 R15,195 / 60 R15,Intense Black;Fiery Red;Platinum Metallic;,background-color:#333333;height:100%;background-color:#C52525;height:100%;background-color:#C7C7C5;height:100%;,2 (Driver &amp; Co-Driver),,,,,,,No,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,Yes ,,,,,,,,No ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes ,,Yes ,,,,,,,
3714,Chevrolet,Sail,1.2 Base,Production,Small car,Sedan,5.3 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/19/8D/14609/img/ol/Chevrolet-Sail-Front-view-32239.jpg?t=162311570&amp;t=162311570&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/19/8D/14609/img/ol/Chevrolet-Sail-Front-view-32240.jpg?t=162335957&amp;t=162335957&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4249,1690,1503,2465,174,1065,370,4,5,2,1199,82,6000,108,5000,Manual,5,FWD,SMARTECH 4 cylinder Petrol engine ,"4, Inline ",,,"2, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.2,42,MacPherson Struts with Passive Twin-tube gas filled shock absorbers ,Torsion beam axle with passive Twin-tube gas filled shock absorbers ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Sand Drift Grey;Switch Blade Silver;Summit White;,background-color:#1c1b19;height:100%;background-color:#817a74;height:100%;background-color:#bab9b7;height:100%;background-color:#eeeef0;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,No,No ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,No ,No ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,With Cup Holder ,No ,Yes ,No ,Yes ,Front ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front Only,Black ,Electrically Adjustable ,No ,No ,No ,Black ,Unpainted ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,Yes ,Yes ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
3715,Chevrolet,Sail,1.2 LS,Production,Small car,Sedan,5.76 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/19/8D/14609/img/ol/Chevrolet-Sail-Front-view-32239.jpg?t=162311570&amp;t=162311570&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/19/8D/14609/img/ol/Chevrolet-Sail-Front-view-32240.jpg?t=162335957&amp;t=162335957&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4249,1690,1503,2465,174,1065,370,4,5,2,1199,82,6000,108,5000,Manual,5,FWD,SMARTECH 4 cylinder Petrol engine ,"4, Inline ",,,"2, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.2,42,MacPherson Struts with Passive Twin-tube gas filled shock absorbers ,Torsion beam axle with passive Twin-tube gas filled shock absorbers ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Sand Drift Grey;Switch Blade Silver;Summit White;,background-color:#1c1b19;height:100%;background-color:#817a74;height:100%;background-color:#bab9b7;height:100%;background-color:#eeeef0;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,Yes ,No ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,With Cup Holder ,No ,Yes ,No ,Yes ,Front ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,No ,No ,No ,Body Coloured ,Chrome ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,Yes ,Yes ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
3716,Chevrolet,Sail,1.2 LS ABS,Production,Small car,Sedan,6.3 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/cars/chevrolet/sail.jpg?q=85;http://imgd.aeplcdn.com/1056x594/ec/19/8D/14609/img/ol/Chevrolet-Sail-Front-view-32239.jpg?t=162311570&amp;t=162311570&amp;q=85;http://imgd.aeplcdn.com/1056x594/ec/19/8D/14609/img/ol/Chevrolet-Sail-Front-view-32240.jpg?t=162335957&amp;t=162335957&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,4249,1690,1503,2465,174,1065,370,4,5,2,1199,82,6000,108,5000,Manual,5,FWD,SMARTECH 4 cylinder Petrol engine ,"4, Inline ",,,"2, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.2,42,MacPherson Struts with Passive Twin-tube gas filled shock absorbers ,Torsion beam axle with passive Twin-tube gas filled shock absorbers ,Disc ,Drum ,Power assisted (Electric) ,5.15,Steel Rims ,Steel ,175 / 70 R14,175 / 70 R14,Caviar Black;Sand Drift Grey;Switch Blade Silver;Summit White;,background-color:#1c1b19;height:100%;background-color:#817a74;height:100%;background-color:#bab9b7;height:100%;background-color:#eeeef0;height:100%;,1 (Driver Only),No ,No ,No ,No ,No ,Yes ,Yes,Yes ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,Remote,Yes ,Yes ,Manual,No ,1,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,Yes ,Yes ,Manual ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Beige and Black ,With Cup Holder ,No ,Yes ,No ,Yes ,Front ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Electrically Adjustable ,No ,No ,No ,Body Coloured ,Chrome ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,Yes ,No ,No ,No ,Analog ,Electronic 1 Trip ,Yes ,Yes ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Analog ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,Phone &amp; Audio Streaming ,Yes ,Yes ,No ,Yes ,No ,No ,No ,No ,3,100000,
